,date,symbol,rate
86,2022-03-04,LRD,168.868482
87,2022-03-04,LSL,16.761326
88,2022-03-04,LTL,3.232568
89,2022-03-04,LVL,0.662215
90,2022-03-04,LYD,5.086323
91,2022-03-04,MAD,10.661444
92,2022-03-04,MDL,20.212995
93,2022-03-04,MGA,4398.999339
94,2022-03-04,MKD,61.753687
95,2022-03-04,MMK,1956.010438
96,2022-03-04,MNT,3129.758728
97,2022-03-04,MOP,8.854385
98,2022-03-04,MRO,390.832219
99,2022-03-04,MUR,48.45883
100,2022-03-04,MVR,16.91459
101,2022-03-04,MWK,884.03538
102,2022-03-04,MXN,22.933488
103,2022-03-04,MYR,4.573986
104,2022-03-04,MZN,69.879496
105,2022-03-04,NAD,16.761321
106,2022-03-04,NGN,458.150144
107,2022-03-04,NIO,39.331331
108,2022-03-04,NOK,9.799707
109,2022-03-04,NPR,134.08513
110,2022-03-04,NZD,1.59625
111,2022-03-04,OMR,0.421667
112,2022-03-04,PAB,1.100071
113,2022-03-04,PEN,4.103616
114,2022-03-04,PGK,3.876005
115,2022-03-04,PHP,56.873642
116,2022-03-04,PKR,196.052097
117,2022-03-04,PLN,4.916169
118,2022-03-04,PYG,7660.403851
119,2022-03-04,QAR,3.986095
120,2022-03-04,RON,4.956569
121,2022-03-04,RSD,117.871718
122,2022-03-04,RUB,135.751685
123,2022-03-04,RWF,1133.024564
124,2022-03-04,SAR,4.107711
125,2022-03-04,SBD,8.821717
126,2022-03-04,SCR,15.770417
127,2022-03-04,SDG,488.267189
128,2022-03-04,SEK,10.730649
129,2022-03-04,SGD,1.489159
130,2022-03-04,SHP,1.507939
131,2022-03-04,SLL,12726.685904
132,2022-03-04,SOS,639.345261
133,2022-03-04,SRD,22.410466
134,2022-03-04,STD,22659.500685
135,2022-03-04,SVC,9.625617
136,2022-03-04,SYP,2750.058598
137,2022-03-04,SZL,16.884119
138,2022-03-04,THB,35.78146
139,2022-03-04,TJS,12.413779
140,2022-03-04,TMT,3.842638
141,2022-03-04,TND,3.226835
142,2022-03-04,TOP,2.488523
143,2022-03-04,TRY,15.53094
144,2022-03-04,TTD,7.465967
145,2022-03-04,TWD,30.803547
146,2022-03-04,TZS,2546.559101
147,2022-03-04,UAH,33.055737
148,2022-03-04,UGX,3938.044119
149,2022-03-04,USD,1.094769
150,2022-03-04,UYU,47.009575
151,2022-03-04,UZS,11990.548556
152,2022-03-04,VEF,234094623413.89682
153,2022-03-04,VND,25004.515921
154,2022-03-04,VUV,124.4439
155,2022-03-04,WST,2.859911
156,2022-03-04,XAF,657.433474
157,2022-03-04,XAG,0.048616
158,2022-03-04,XAU,0.000606
159,2022-03-04,XCD,2.958667
160,2022-03-04,XDR,0.791578
161,2022-03-04,XOF,657.433474
162,2022-03-04,XPF,120.014054
163,2022-03-04,YER,273.966253
164,2022-03-04,ZAR,16.879778
165,2022-03-04,ZMK,9854.235488
166,2022-03-04,ZMW,19.783931
167,2022-03-04,ZWL,352.515058
